id;client_id;marca;carro;modelo;year;color;plate;chassis;km;fuel_type;notes;is_active;created_at;updated_at;versao;ultimo_km;origem_contato
;204;CHEVROLET;VECTRA SEDAN;GLS 2.2 MPFI;00|00;;CSE-5825;9BGJK19Y0YB106082;;198;;;;;;;
;205;RENAULT;DUSTER;4X2  2.0;13|14;BRANCO;FGB-8937;;;199;;;;;;;
;206;VOLKSWAGEN;GOL;TREND LINE 1.0 FLEX;14|15;PRATA;PUW-1806;9BWAA45U6FP541807;;176;;;;;;;
;207;RENAUT;SANDERO;EXPRESSON 1.0 16V;11|11;PRATA;EUQ-8207;;;200;;;;;;;
;208;VW;GOL;1.0 TOTAL FLEX;;PRATA;PUW-9944;;;176;;;;;;;
;209;TOYOTA;COROLLA SEDAN;SE&#8208;04|05;CINZA;AAA-1742;9BR53ZEC258577301;;G 1.8 16V AUT.(NOVA LINHA);201;;;;;;
;210;AUDI;A4 LIMOUSINE;1.8 20V TURBO (163 CV);06|06;PRETA;AUI-0111;WAUAC78E86A078269;;202;;;;;;;
;211;VOLKSWAGEN;NOVA SPACEFOX;TREND 1.6 TOTAL FLEX;12|13;;AVZ-9473;9BWPB45Z8D4101203;;203;;;;;;;
;212;VOLKSWAGEN;VOYAGE;NOVO VOYAGE 1.6 8V TOTAL FLEX;13|14;;AXC-1125;9BWDB45U5ET056011;;204;;;;;;;
;213;FORD;FIESTA NEW;1.616V;15|16;BRANCA;FTR-1265;;;205;;;;;;;
;214;RENAULT;FLUENCE SEDAN;DYNAMIQUE 2.0 16V FLEX AUT.;13|14;;AYJ-4739;8A1LZBW2TEL964210;;206;;;;;;;
;215;CHEVROLET;NOVO CLASSIC SEDAN;LS 1.0 VHCE FLEX;13|14;;BEF-1993;9BGSU19F0EB213257;;207;;;;;;;
;216;GM;SONIC;1.6 16V FLEX;12|13;BRANCO;FGD-8812;;;208;;;;;;;
;217;CHEVROLET;AGILE;AGILE;10|10;PRETA;EMW-1018;8AGCB48X0AR180888;;209;;;;;;;
;218;FIAT;PALIO;EDX 1.0 MPI;98|98;;CNE-9042;9BD178026W0552428;;210;;;;;;;
;219;HONDA;CITY;1.5  16V;11|11;PRETO;EMR-5521;;;211;;;;;;;
;220;CHEVROLET;ASTRA HATCH;SPORT 2.0 8V MPFI;01|01;;DDI-4202;9BGTJ08B01B164764;;212;;;;;;;
;221;CHEVROLET;ASTRA SEDAN;GL MILENIUM 1.8 8V MPFI;01|01;CINZA;DEE-5141;9BGTT69C01B228170;;213;;;;;;;
;222;VOLKSWAGEN;FOX;PLUS 1.6 MI TOTAL FLEX;04|05;;DHT-7292;9BWKB05Z754050698;;214;;;;;;;
;223;HONDA;CIVIC SEDAN;LXL&#8208;04|04;;DIB-7681;93HES16604Z108983;;AT 1.7 16V (NACIONAL);215;;;;;;
;224;CITROEN;BERLINGO;MULTISPACE GLX 1.6 16V;06|06;;DLG-2570;88CMFN6AK6G505737;;216;;;;;;;
;225;HONDA;FIT;LXL&#8208;03|04;CINZA;DMA-0814;93HGD18604Z105213;;AT 1.4 8V;217;;;;;;
;226;RENAULT;SCENIC;PRIVILEGE 1.6 16V;03|04;CINZA;DMB-3285;93YJA00354J455001;;218;;;;;;;
;227;CHEVROLET;ASTRA HATCH;ADVANTAGE 2.0 8V FLEXPOWER;06|07;;DMH-3687;9BGTR48W07B176626;;219;;;;;;;
;228;HONDA;FIT;LX&#8208;04|04;;DMS-8453;93HGD18404Z123957;;AT 1.4 8V;220;;;;;;
;229;VOLKSWAGEN;KOMBI;STANDARD 1.4 8V TOTAL FLEX;07|08;BRANCA;DNA-0433;9BWGF07X88P004368;;221;;;;;;;
;230;CHEVROLET;ONIX;1.0 FLEX;16|16;PRATA;PYC-1902;;;166;;;;;;;
;231;CHEVROLET;ONIX;1.0 FLEX;16|16;PRATA;PYC-1902;;;166;;;;;;;
;232;CHEVROLET;ONIX;1.0 LT FLEX;16|16;PRATA;PYC-1902;1;;166;;;;;;;
;233;CHEVROLET;ONIX;1.0 LT FLEX;16|16;PRATA;PYC-1902;1;;166;;;;;;;
;234;CHEVROLET;ONIX;1.0 LT FLEX;16|16;PRATA;PYC-1902;;;166;;;;;;;
;235;FIAT;LINEA;ABSOLUTE 1.8 16V DUALOGIC;15|16;PRETO;PWR-7515;9BD11056SG1577510;;176;;;;;;;
;236;HONDA;CITY 1.5 16V;AUTOMATICO;11|12;BRANCA;FBM-2119;;;222;;;;;;;
;237;HONDA;FIT;LX&#8208;05|05;;DON-3074;93HGD17405Z114763;;MT 1.4 8V;223;;;;;;
;238;FORD;KA;GL 1.0 MPI;04|05;VERMELHA;DPL-8457;9BFBSZGDA5B547095;;224;;;;;;;
;239;RENAULT;CLIO;1.0;06|06;PRETO;DSP-9205;;;226;;;;;;;
;240;FORD;FIESTA HATCH;1.6 MPI FLEX;05|05;;DQJ-0756;9BFZF16PX58361685;;227;;;;;;;
;241;HYUNDAI;I30 CW;2.0;11|11;PRETO;FAM-1941;;;228;;;;;;;
;242;RENAULT;DUSTER;1.8;14|14;PRATA;FTD-1731;;;229;;;;;;;
;243;FIAT;PALIO;ELX 1.0 8V FLEX (N.LINHA);06|07;;DRC-2462;9BD17140G72757909;;230;;;;;;;
;244;CITROEN;C4;1.0;11|11;PRETO;EMO-2819;;;231;;;;;;;
;245;FIAT;STRADA;1.0;09|09;PRETO;EJB-4055;;;232;;;;;;;
;246;VOLKSWAGEN;GOL;CITY 1.0 MI 8V &#8208;05|05;;DRJ-4095;9BWCA05X65T114435;; GIII;233;;;;;;
;247;PEUGEOT;206 HATCH;PRESENCE 1.4 8V;05|05;;DRK-4076;9362AKFW95B040896;;234;;;;;;;
;248;VOLKSWAGEN;POLO HATCH;1.6 MI TOTAL FLEX(N LINHA;05|05;;DRM-6233;9BWHB09N45P038511;;235;;;;;;;
;249;CHEVROLET;VECTRA SEDAN;ELEGANCE 2.0 8V FLEX AUT.;06|06;;DRP-2081;9BGAB69W06B186897;;236;;;;;;;
;250;FIAT;UNO;NOVO UNO EVO 1.4;13|14;VERMELHO;FDH-4435;1;;238;;;;;;;
;251;CHEVROLET;CORSA SEDAN;MAXX 1.8 MPFI FLEXPOWER;05|06;;DRR-5505;9BGXH19G06C106301;;237;;;;;;;
;252;HONDA;FIT;LXL&#8208;05|06;PRATA;DRU-7185;93HGD17606Z108602;;MT 1.4 8V;239;;;;;;
;253;TOYOTA;COROLLA SW;FIELDER XEI 1.8 16V AUT.;05|06;;DSB-0213;9BR72ZEC268611342;;241;;;;;;;
;254;PEUGEOT;208;1.4;15|15;BRANCO;FCM-4125;;;242;;;;;;;
;255;FORD;ECOSPORT ;1.0;06|06;PRETO;DSA-2023;;;243;;;;;;;
;256;FIAT;PUNTO;1;11|11;PRETO;EVV-3386;;;244;;;;;;;
;257;VW;GOL;1;12|12;PRATA;EXI-6974;;;245;;;;;;;
;258;VW;FUSCA;1;07|07;PRETO;FUN-8886;;;246;;;;;;;
;259;TOYOTA;HILUX;1;10|10;PRATA;NTH-2750;;;247;;;;;;;
;260;GM;CAPTIVA;1;11|11;PRETO;EUJ-6835;;;248;;;;;;;
;261;FORD;KA;;09|09;VERMELHO;ELG-9477;;;249;;;;;;;
;262;FIAT;FIORINO;1;14|14;BRANCO;FSQ-8823;;;250;;;;;;;
;263;VOLKSWAGEN;VOYAGE;1.6 FLEX TREND;13|13;PRETA;FBA-6619;1;;251;;;;;;;
;264;FIAT;PALIO W. LOCKER 1.8 16V;1.8 16V;11|12;PRATA;EQI-6531;;;252;;;;;;;
;265;FORD;FIESTA NEW;1.6 16V;13|13;PRATA;FGI-7635;;;253;;;;;;;
;266;GM;CORSA;HATCH ;09|09;VERMELHO;EJC-2243;00000000000000000000000000000000000;;254;;;;;;;
;267;FIAT;IDEA;ADV 1.8 16V ;11|12;CINZA;FMA-2704;1;;255;;;;;;;
;268;RENAULT;CLIO;SEDAN;03|03;AZUL;DAY-4874;00000000000000000000000000000000;;256;;;;;;;
;269;FORD;NOVO KA;1.5;16|16;PRATA;PWM-5328;11111111111111111111111111;;166;;;;;;;
;270;RENAULT;KANGOO;EXPRESS 1.6;16|17;BRANCA;PYG-3243;;;166;;;;;;;
;271;CHEVROLET;S10;2.4 MECANICA 4 CILINDRO;01|01;BRANCA;DFO-8335;;;257;;;;;;;
;272;NISSAN;MARCH;1.0 16V S;12|12;PRETO;FDF-9133;;;258;;;;;;;
;273;GM;CORSA;HATCH;12|12;CINZA;EZA-3521;111111111111111111111111111111;;259;;;;;;;
;274;FIAT;PALIO WEEK;LOCKER ;11|12;PRATA;EQI-6531;3333333333333333333333333333333333;;260;;;;;;;
;275;FIAT;DOBLÒ;1.8 ;16|16;VERMELHO;PXX-7243;0000000000000000000000000;;192;;;;;;;
;276;VOLKSVAGEN;FOX;1.0 8V FLEX;12|12;AZUL;EVI-6943;1;;261;;;;;;;
;277;FORD;KA;1.6;03|04;PRATA;DOS-4889;0000000000000000000000;;262;;;;;;;
;278;FIAT;PALIO;NOVO PALIO 1.4;13|13;CINZA;FLZ-0377;;;263;;;;;;;
;279;FIAT;IDEA;ELX 1.4 8V FLEX;06|06;;DSC-6638;9BD13561362015020;;264;;;;;;;
;280;CHEVROLET;CELTA;LIFE 1.0 8V FLEXPOWER;06|07;;DSO-5578;9BGRZ08907G215450;;265;;;;;;;
;281;PEUGEOT;206 HATCH;FELINE 1.4 8V FLEX;07|08;;DTY-9836;9362AKFW98B005777;;266;;;;;;;
;282;HONDA;FIT;EX&#8208;06|07;PRATA;DUG-5846;93HGD38807Z104875;;AT 1.5 16V;267;;;;;;
;283;CHEVROLET;ZAFIRA;COMFORT 2.0 8V FLEXPOWER;06|06;PRATA;DUL-0468;9BGTS75W06C223430;;268;;;;;;;
;284;VOLKSWAGEN;FOX;PLUS 1.6 MI TOTAL FLEX;06|07;;DVC-5921;9BWKB05Z874070204;;270;;;;;;;
;285;HONDA;FIT;LX&#8208;06|07;;DVL-5506;93HGD17407Z117067;;MT 1.4 8V;271;;;;;;
;286;VOLKSWAGEN;FOX;CITY 1.0 MI TOTAL FLEX;07|08;PRETA;DVN-9859;CITY 1.0 MI TOTAL FLEX;;272;;;;;;;
;287;MITSUBISHI;PAJERO TR4;2.0 4X4 FLEX;08|08;;DWK-9338;93XFNH77W8C725201;;273;;;;;;;
;288;FIAT;IDEA;HLX 1.8 8V FLEX;07|07;PRATA;DWL-7131;9BD13581672062433;;274;;;;;;;
;289;CHEVROLET;PRISMA;MAXX 1.4 8V ECONOFLEX;07|08;PRETA;DWM-1662;9BGRM69808G116131;;275;;;;;;;
;290;FIAT;UNO MILLE;1.0 FIRE FLEX;07|08;PRATA;DWM-8182;9BD15822786081958;;276;;;;;;;
;291;VOLKSWAGEN;FOX;PLUS 1.6 MI TOTAL FLEX;07|08;;DWR-9658;9BWKB05Z584074907;;277;;;;;;;
;292;VOLKSWAGEN;FOX;PLUS 1.6 MI TOTAL FLEX;07|08;;DWR-9658;9BWKB05Z584074907;;277;;;;;;;
;293;HONDA;FIT;LX&#8208;07|08;PRATA;DWS-0724;93HGE57408Z101481;;MT 1.4 FLEX;278;;;;;;
;294;CHEVROLET;CORSA;HATCH MAXX 1.4 8V ECONOFLEX;07|08;;DWS-8549;9BGXH68808B185505;;279;;;;;;;
;295;RENAULT;LOGAN SEDAN;EXPRESSION 1.0 16V FLEX;08|08;;DXT-4951;93YLSR1RH8J987961;;280;;;;;;;
;296;TOYOTA;COROLLA SEDAN;XLI 1.8 16V FLEX AUT.;08|08;PRATA;DYB-0449;9BR53ZEC488686548;;281;;;;;;;
;297;TOYOTA;RAV 4;2.4 16V 4X4 AUT.;07|07;;DYF-8793;JTMBD31V675119709;;282;;;;;;;
;298;FORD;KA;GL 1.0 MPI;07|07;;DZB-9335;9BFBSZGDA7B635781;;283;;;;;;;
;299;GM;MERIVA;1.8;05|05;BEGE;DRI-9397;111111111;;284;;;;;;;
;300;KIA;SORENTO;EX 3.8 V6 24V 267CV 4X4 AUT.;07|08;PRATA;DZI-7711;KNAJC526885809973;;285;;;;;;;
;301;VW;FOX;1.0 8V  FLEX;12|12;PRETA;EUI-6943;1;;261;;;;;;;
;302;RENAULT;SANDERO;1.6 8V FLEX;14|14;VERMELHO;FRH-8541;1;;286;;;;;;;
;303;CITROEN;C3 HATCH;EXCLUSIVE 1.4 8V FLEX;07|08;;DZJ-0955;935FCKFV88B524914;;287;;;;;;;
;304;GM;CORSA ;MAXX;05|06;PRATA;DRP-3494;0;;290;;;;;;;
;305;HONDA;FIT;MT 1.4 FLEX;08|08;;EAS-7734;LX&#8208;;LX&#8208;MT 1.4 FLEX;;;;;;
;306;PEUGEOT;307 SEDAN;PRESENCE 1.6 16V FLEX;08|09;;EBA-0148;8AD3DN6B49G029091;;292;;;;;;;
;307;VW;GOL;1.0;09|09;VERDE;EJC-5475;1,11111E+14;;293;;;;;;;
;308;PEUGEOT;307 SEDAN;PRESENCE 1.6 16V FLEX;08|09;;EBA-0148;8AD3DN6B49G029091;;293;;;;;;;
;309;CITROEN;C3 HATCH;EXCLUSIVE 1.4 8V FLEX;07|08;;EBC-7795;935FCKFV88B536074;;294;;;;;;;
;310;KIA;SPORTAGE;LX 2.0 16V;08|09;;EBD-6856;KNAJE552297561127;;295;;;;;;;
;311;CHEVROLET;CORSA SEDAN;CLASSIC LIFE 1.0 FLEXPOWER;07|08;PRATA;EBE-4108;8AGSA19908R161013;;296;;;;;;;
;312;VW;GOL;1.0 8V;08|08;PRATA;EEV-1315;000000000000000;;298;;;;;;;
;313;FORD;NOVO KA;1.0 8V FLEX;08|09;;EBZ-3997;9BFZK03AX9B018308;;298;;;;;;;
;314;FIAT;PUNTO HATCH;HLX 1.8 8V FLEX;08|08;;EDB-8767;9BD11814481044528;;299;;;;;;;
;315;VOLKSWAGEN;FOX;CITY 1.0 MI TOTAL FLEX;09|09;;EDM-6803;9BWAA05Z294138465;;300;;;;;;;
;316;HONDA;FIT;LXL&#8208;08|08;;EEL-5137;93HGE57608Z214957;;MT 1.4 FLEX;301;;;;;;
;317;RENAULT;SANDERO;93YBSR1TH9J142794;08|09;EXPRESSION 1.6 8V HI&#8208;EEM-8231;FLEX;;;302;;;;;;
;318;CITROEN;C3 HATCH;EXCLUSIVE 1.4 8V FLEX;08|09;;EEW-2306;935FCKFV89B514892;;303;;;;;;;
;319;CAPTIVA;GM;2.0;11|11;PRETO;EZJ-6353;0000000000;;304;;;;;;;
;320;HYUNDAI;SANTA FE;4.0;08|08;PRETO;ERK-4404;;;305;;;;;;;
;321;HYUNDAI;SANTA FE;4.0;08|08;PRETO;ERK-4404;;;305;;;;;;;
;322;TOYOTA;COROLLA;1.8;06|06;PRATA;DPO-0122;;;306;;;;;;;
;323;VW;JETTA;TURBO;14|14;PRATA;FVY-0243;0;;310;;;;;;;
;324;FORD;FOCUS;2.0 16V;02|02;PRATA;DIC-6156;;;307;;;;;;;
;325;FORD;FIESTA;1.6;09|09;PRETO;ELR-2137;1;;312;;;;;;;
;326;FORD;FIESTA;1.6;09|09;PRETO;ELR-2137;;;313;;;;;;;
;327;CITROEN;C3 HATCH;GLX 1.4 8V FLEX;10|10;PRETA;EEY-4153;935FCKFVYAB537347;;314;;;;;;;
;328;NISSAN;SENTRA;2.0;13|13;PRATA;FOE-0565;;;315;;;;;;;
;329;CHEVROLET;CELTA;LIFE 1.0 ;10|11;PRETA;EUG-6965;;;316;;;;;;;
;330;VOLKSWAGEN;NOVO VOYAGE;NOVO VOYAGE;09|09;;EFB-1436;9BWDB05U29T198105;;317;;;;;;;
;331;NISSAN MARCH;MARCHI;1.6;13|13;PRATA;FGM-6294;11;;319;;;;;;;
;332;FIAT;DUCATO;MINIBUS T BAIXO 2.3 JET;11|11;;EGK-3641;93W244M24B2072785;;320;;;;;;;
;333;GM;TRAKER;1.8;13|13;VERMELHO;FLR-0175;;;321;;;;;;;
;334;FIAT;PALIO;1.0;05|05;PRATA;JUR-1555;;;323;;;;;;;
;335;FORD;FIESTA HATCH;1.6 MPI FLEX;09|09;;EIF-4465;9BFZF55P998422295;;322;;;;;;;
;336;MITSUBISHI;L200 PICK&#8208;93XFRKB9TACA22140;UP CAB DUP;10|10;EIR-9402;;;TRITON HPE 3.5 V6 FLEX AUT.;324;;;;;;
;337;SUBARU;FORESTER;2.0 16V 4X4 AUT.;08|09;;EJG-3854;JF1SH5LS59G029147;;325;;;;;;;
;338;HONDA;FIT;LX&#8208;09|09;;EJG-8820;93HGE67409Z124853;;MT 1.4 FLEX;326;;;;;;
;339;CHEVROLET;CELTA;SPIRIT 1.0 8V FLEXPOWER;10|10;VERMELHA;EJI-5884;9BGRX0810AG137373;;327;;;;;;;
;340;RENAULT;DUSTER;2.0;13|14;BRANCO;OQD-6413;;;328;;;;;;;
;341;FORD;FIESTA HATCH;1.0 8V FLEX;09|10;PRETA;ELB-3753;9BFZF55A4A8495526;;329;;;;;;;
;342;FIAT;PALIO WEEK;ELX 1.4 8V FLEX;09|10;;ELH-6931;9BD17301MA4294648;;330;;;;;;;
;343;GM;CORSA;1.4;08|08;PRATA;DWP-1848;;;331;;;;;;;
;344;VOLKSWAGEN;SPACEFOX;PLUS 1.6 TOTAL FLEX;10|11;;ELQ-3155;8AWPB05Z0BA519068;;332;;;;;;;
;345;FIAT;PALIO WEEK;ADVENT.DUALOGIC 1.8 16V FLEX;11|12;;ELW-3748;9BD373165C5003840;;333;;;;;;;
;346;HONDA;CITY SEDAN;DX&#8208;11|11;;ELW-7633;93HGM2610BZ213110;;AT 1.5 16V FLEX;334;;;;;;
;347;PEUGEOT;207 HATCH;XR 1.4 8V FLEX;09|10;PRETA;ELZ-9455;9362MKFWXAB022977;;335;;;;;;;
;348;FORD;NOVO KA;1.0 8V FLEX;09|10;;EMD-4534;9BFZK53A9AB165205;;336;;;;;;;
;349;CHEVROLET;CORSA SEDAN;PREMIUM 1.4 8V ECONOFLEX;09|10;;EMH-4126;9BGXM19P0AC181647;;337;;;;;;;
;350;PEUGEOT;307 SEDAN;PRESENCE 2.0 16V FLEX AUT.;09|10;;EMN-6562;8AD3DRFJRAG013767;;338;;;;;;;
;351;HYUNDAI;I30 HATCH;2.0 16V AUT.;10|10;;EMR-7018;KMHDC51EBAU219699;;339;;;;;;;
;352;FORD;FIESTA HATCH;1.0 8V FLEX;10|10;;EMT-2901;9BFZF55A0A8041595;;341;;;;;;;
;353;HONDA;CITY SEDAN;LX&#8208;10|10;;EMT-9752;93HGM2520AZ124263;;MT 1.5 16V FLEX;342;;;;;;
;354;CITROEN;C3 HATCH;;10|11;;EMV-1134;EXCLUSIVE 1.6 16V FLEX AUT.;;343;;;;;;;
;355;PEUGEOT ;SW 207;1.6 16V;10|10;CINZA;EPQ-6008;;;246;;;;;;;
;356;CITROEN;C3 HATCH;EXCLUSIVE 1.6 16V FLEX AUT;10|11;;EMV-1134;935FCN6AWBB521960;;343;;;;;;;
;357;CITROEN;C3 HATCH;EXCLUSIVE 1.6 16V FLEX AUT.;10|11;;EMV-1134;935FCN6AWBB521960;;343;;;;;;;
;358;VOLKSWAGEN;NOVO FOX;1.6 8V TOTAL FLEX;10|11;;EWW-7610;8AWAB05Z7BA000847;;344;;;;;;;
;359;JAC MOTORS;J3 HATCH;1.4 16V;10|11;;EPG-3528;LJ12EKR19B4391139;;345;;;;;;;
;360;FORD;ECOSPORT;XLT FREESTYLE 1.6 8V FLEX;10|10;;EPK-3242;9BFZE55P2A8581960;;346;;;;;;;
;361;FIAT;PALIO;1.4 EVO;12|12;BRANCO;FAN-5762;1,11111E+14;;347;;;;;;;
;362;GM;CORSA;SEDAN 1.4;10|10;PRETO;ELM-5490;;;349;;;;;;;
;363;CHEVROLET;CELTA;SPIRIT 1.0 8V FLEXPOWER;10|11;VERMELHA;EPZ-2552;9BGRX48F0BG126664;;348;;;;;;;
;364;HONDA;CIVIC;2.0;14|14;CINZA;FSV-0705;;;351;;;;;;;
;365;LAND ROVER;FREELANDER2;0;09|09;PRETA;EBP-9100;;;354;;;;;;;
;366;FIAT;PALIO;1.0;05|05;PRATA;JUR-1555;;;356;;;;;;;
;367;HONDA;CITY;SEDAN;14|14;PRATA;FSV-3464;;;357;;;;;;;
;368;HONDA ;FIT;1.4;08|08;PRETA;EFB-4787;;;360;;;;;;;
;369;FIAT;PALIO;1.0 OV;00|00;CINZA;DAI-4557;;;358;;;;;;;
;370;VOLKSWAGEN;NOVO FOX;1.0 8V TOTAL FLEX;10|11;;EQA-0142;9BWAA05Z1B4018968;;359;;;;;;;
;371;HYUNDAI;TUCSON;2.0 16V 4X2;09|10;;EQB-4817;KMHJM81BAAU189609;;361;;;;;;;
;372;CITROEN;C3 HATCH;EXCLUSIVE SOLARIS 1.6 FLEX AUT;10|11;;EQC-3746;935FCN6AWBB510943;;362;;;;;;;
;374;FIAT;PALIO;CELEBRATION 1.0 FLEX ECONOMY;10|11;;EQJ-6887;9BD17164LB5669223;;363;;;;;;;
;375;CITROEN;C3;1.4;11|11;VERMELHO;EUW-3996;1,11111E+11;;364;;;;;;;
;376;CHEVROLET;NOVO CLASSIC SEDAN;LS 1.0 VHCE FLEX;10|11;;EQL-8968;9BGSU19F0BB159619;;365;;;;;;;
;377;CHEVROLET;MERIVA;MAXX 1.4 8V ECONOFLEX;10|11;;EQM-3957;9BGXH75X0BC151022;;366;;;;;;;
;378;CITROEN;C 3;GLX 1.4 ;09|09;PRETA;EMT-0985;;;367;;;;;;;
;379;GM ;CELTA;1.0 FLEX;13|14;PRATA;OWN-6950;11111111111;;176;;;;;;;
;380;NISSAN;VERSA SEDAN;SL 1.6 16V FLEX;12|13;;EQO-5907;3N1CN7AD4DL805259;;368;;;;;;;
;381;VOLKSWAGEN;NOVO FOX;1.0 8V TOTAL FLEX;11|12;;EQV-1454;9BWAA05Z3C4101366;;369;;;;;;;
;382;VOLKSWAGEN;NOVA SPACEFOX;1.6 TOTAL FLEX;10|11;;ERI-9695;8AWPB05ZXBA506733;;370;;;;;;;
;383;VOLKSWAGEN;NOVO GOL;1.0 8V TOTAL FLEX GV;10|11;PRETA;ERK-1619;9BWAA05U3BT048127;;371;;;;;;;
;384;SUZUKI;SX4;2.0 16V 4WD AUT.;12|12;;ETA-6780;JSAGYB41SC6301414;;372;;;;;;;
;385;HONDA;NOVO CIVIC SEDAN;EXS&#8208;12|12;;ETC-9972;93HFB2680CZ204682;;AT 1.8 16V FLEX;373;;;;;;
;386;VW;FOX;1.0 8V;08|08;VERMELHA;DTY-5699;;;374;;;;;;;
;387;FIAT;NOVO UNO;VIVACE 1.0 8V EVO FLEX;10|11;;ETM-1536;9BD195152B0085647;;375;;;;;;;
;388;FIAT;NOVO UNO;VIVACE 1.0 8V EVO FLEX;11|11;;EUA-1161;9BD195152B0117202;;376;;;;;;;
;389;VOLKSWAGEN;NOVO FOX;1.0 8V TOTAL FLEX;10|11;;EUC-6948;9BWAA05Z3B4096345;;377;;;;;;;
;390;PEUGEOT;207 SEDAN;PASSION XR 1.4 8V FLEX;10|11;PRETA;EUG-5835;9362NKFWXBB047799;;378;;;;;;;
;391;HONDA;CIVIC SEDAN;LXL&#8208;10|11;;EUH-0514;93HFA6660BZ108703;;AT 1.8 16V FLEX;379;;;;;;
;392;VOLKSWAGEN;NOVO FOX;1.0 8V TOTAL FLEX;10|11;;EUJ-3953;9BWAA05Z1B4128760;;380;;;;;;;
;393;FORD;NOVO KA;1.0 12V;15|15;PRATA;PVP-2069;111111111;;176;;;;;;;
;394;FORD;FIESTA HATCH;1.6 MPI FLEX;11|12;;EUJ-5311;9BFZF55P7C8253028;;381;;;;;;;
;395;NISSAN;SENTRA;2.0 16V FLEX;10|11;;EUK-1506;3N1AB6AD0BL642794;;382;;;;;;;
;396;VOLKSWAGEN;NOVO FOX;1.6 8V TOTAL FLEX;12|13;;EUM-5845;9BWAB05Z6D4071617;;383;;;;;;;
;397;NISSAN;VERSA SEDAN;SV 1.6 16V FLEX;12|13;;EUM-9130;3N1CN7AD4DL802958;;384;;;;;;;
;398;VOLKSWAGEN;NOVO GOL;1.0 8V TOTAL FLEX GV;11|12;;EUS-1865;9BWAA05U8CT028523;;385;;;;;;;
;399;PEUGEOT;207 SEDAN;PASSION XR 1.4 8V FLEX;13|13;;EUT-8549;9362NKFWXDB026703;;386;;;;;;;
;400;RENAULT;SANDERO;EXPRESSION 1.6 8V HI&#8208;12|12;;EUZ-7540;93YBSR7UHCJ349384;;FLEX;387;;;;;;
;401;23751&#8208;10;9BGXH68X0CC123503;CORSA;11|12;EVM-4347;;;HATCH MAXX 1.4 8V ECONOFLEX;388;;;;;;
;402;FIAT;PALIO;1.8 8V DUALOGIC;10|10;PRATA;KVD-6829;;;389;;;;;;;
;403;CHEVROLET;COBALT SEDAN;LTZ 1.4 8V ECONOFLEX;11|12;;EVV-3687;9BGJC69X0CB203886;;390;;;;;;;
;404;CHEVROLET;NOVA MONTANA PICK&#8208;9BGCS80X0CB128225;UP;11|12;EVV-5546;;;SPORT 1.4 ECONOFLEX;391;;;;;;
;405;FORD;FIESTA HATCH;1.6 MPI FLEX;11|12;;EVV-9530;9BFZF55P3C8309126;;392;;;;;;;
;406;PEUGEOT;207 HATCH;XS 1.6 16V FLEX AUT.;08|09;;EWP-0044;9362MN6A39B019120;;393;;;;;;;
;407;VOLKSWAGEN;GOL;1.0;06|06;PRATA;DUJ-7479;1;;394;;;;;;;
;408;CITROEN;C 3 PICASSO;TENDANCE;15|15;CINZA;FCA-0445;;;395;;;;;;;
;409;NISSAN;LIVINA;X&#8208;11|12;;EXI-5441;94DTBAL10CJ780721;;GEAR SL 1.8 16V FLEX AUT.;396;;;;;;
;410;FORD;FIESTA HATCH;1.6 MPI FLEX;12|13;;EXX-3195;9BFZF55P8D8349588;;397;;;;;;;
;411;CHEVROLET;COBALT SEDAN ;LTZ 1.4 8V ECONOFLEX;11|12;;EXY-1916;9BGJC69X0CB215098;;398;;;;;;;
;412;PEUGEOT;208;1.5;13|14;BRANCO;FJY-1293;000000000000;;399;;;;;;;
;413;NISSAN;TIIDA;SL 1.8 16V FLEX AUT.;11|12;;EXY-2329;3N1BC1CD0CK207122;;400;;;;;;;
;414;HYUNDAI;HB20;COMFORT STYLE 1.0 12V FLEX;12|13;;EXZ-7421;9BHBG51CADP019096;;401;;;;;;;
;415;CHEVROLET;CORSA;HATCH MAXX 1.4 8V ECONOFLEX;11|12;;EZA-3521;9BGXH68X0CC136321;;402;;;;;;;
;416;CHEVROLET;CORSA;HATCH MAXX 1.4 8V ECONOFLEX;11|12;;EZA-3521;9BGXH68X0CC136321;;402;;;;;;;
;417;CHEVROLET;CORSA;HATCH MAXX 1.4 8V ECONOFLEX;11|12;;EZC-0140;9BGXH68X0CC187931;;403;;;;;;;
;418;CHEVROLET;ASTRA HATCH;ADVANTAGE 2.0 8V FLEX AUT.;11|11;;EZC-6308;9BGTR48J0BB322719;;404;;;;;;;
;419;VOLKSWAGEN;NOVO FOX;1.6 8V TOTAL FLEX;12|12;;EZF-4529;9BWAB05Z6C4130468;;405;;;;;;;
;420;HONDA;CITY SEDAN;LX&#8208;12|13;;EZG-1852;93HGM2520DZ117557;;MT 1.5 16V FLEX;406;;;;;;
;421;CHEVROLET;COBALT SEDAN;LTZ 1.4 8V ECONOFLEX;12|12;BRANCA;EZL-0382;9BGJC69X0CB238275;;407;;;;;;;
;422;CHEVROLET;COBALT SEDAN;LT 1.8 ECONOFLEX;12|13;BRANCA;EZL-5034;9BGJB69Z0DB140317;;408;;;;;;;
;423;FIAT;IDEA;ESSENCE DUALOGIC 1.6 16V FLEX;12|13;;EZL-9455;9BD13572AD2220384;;409;;;;;;;
